ID	name	angle[rad]	betax[m]	betay[m]	halfgap[m]	Material	Length[m]	sigx[m]	sigy[m]	tilt1[rad]	tilt2[rad]	nsig
29	TCSG.A4L7.B2	0.73478361	99.67906778	175.8410489	0.0066233548	C	1	0.0008529	0.0011328	0	0	6.7
35	TCSG.B5L7.B2	2.46964089	121.7226385	267.4587175	0.0076404908	C	1	0.0009425	0.0013971	0	0	6.7
39	TCSG.D5L7.B2	0.89709923	213.6687062	158.4910414	0.0076783142	C	1	0.0012487	0.0010755	0	0	6.7
41	TCSG.E5L7.B2	2.27765467	241.1679621	136.0676593	0.007687472	C	1	0.0013266	0.00099649	0	0	6.7
43	TCSG.6L7.B2	0.00872664	335.4705246	47.3668375	0.0104829059	C	1	0.0015647	0.00058794	0	0	6.7
45	TCLA.A6L7.B2	1.57079632	296.822607	48.1730135	0.005929196	W	1	0.0014718	0.00059292	0	0	10
46	TCLA.B6L7.B2	0	159.4043902	76.4326566	0.0107855933	W	1	0.0010786	0.00074685	0	0	10
47	TCLA.C6L7.B2	1.57079632	68.61986728	151.9504521	0.0105304008	W	1	0.00070765	0.001053	0	0	10
48	TCLA.D6L7.B2	0	65.05609537	157.9799265	0.0068902963	W	1	0.00068903	0.0010737	0	0	10
49	TCLA.A7L7.B2	0	65.98871323	143.1853022	0.0069395088	W	1	0.00069395	0.0010222	0	0	10
50	TCDQA.A4L6.B	0	488.5144402	161.7955824	0.0151050648	C	3	0.0018881	0.0010866	0	0	8
52	TCDQA.C4L6.B	0	499.5952431	165.3792044	0.0152754157	C	3	0.0019094	0.0010986	0	0	8
51	TCDQA.B4L6.B	0	510.8513322	169.1561839	0.0154465379	C	3	0.0019308	0.0011111	0	0	8
53	TCSP.A4L6.B2	0	523.4517344	173.5399449	0.0146586335	C	1	0.0019545	0.0011254	0	0	7.5
54	TCTPH.4R5.B2	0	157.7231654	78.79648739	0.0139471348	W	1	0.0010729	0.00075831	0	0	13
55	TCTPV.4R5.B2	1.57079632	155.280204	78.95992762	0.009868261	W	1	0.0010645	0.0007591	0	0	13
56	TCL.4L5.B2	0	79.00785295	161.5176956	0.7585680041	CU	1	0.00075933	0.0010857	0	0	999
57	TCL.5L5.B2	0	144.3440888	131.5562303	1.025318733	CU	1	0.0010263	0.00097983	0	0	999
58	TCL.6L5.B2	0	94.9485531	163.9574577	0.8315791006	W	1	0.00083241	0.0010939	0	0	999
59	TCP.6R3.B2	0	131.2352775	144.6070528	0.0078290522	C	0.6	0.00097863	0.0010273	0	0	8
60	TCSG.5R3.B2	0	54.5304372	298.4487822	0.0058667332	C	1	0.00063083	0.0014758	0	0	9.3
62	TCSG.4L3.B2	0	26.17789209	395.37181	0.0040648469	C	1	0.00043708	0.0016986	0	0	9.3
64	TCSG.A5L3.B2	2.98102236	35.7914711	344.272412	0.0052505228	C	1	0.00051107	0.0015851	0	0	9.3
66	TCSG.B5L3.B2	0.18849555	45.43915335	312.8280324	0.0058826993	C	1	0.00057585	0.0015109	0	0	9.3
68	TCLA.A5L3.B2	1.57079632	142.3259513	176.1114199	0.0136040716	W	1	0.0010191	0.0011337	0	0	12
69	TCLA.B5L3.B2	0	151.4052722	168.7821605	0.0126137915	W	1	0.0010511	0.0011098	0	0	12
70	TCLA.6L3.B2	0	129.4387668	168.7207805	0.0116629209	W	1	0.00097191	0.0011096	0	0	12
71	TCLA.7L3.B2	0	66.80930098	93.2026516	0.0083790274	W	1	0.00069825	0.00082472	0	0	12
72	TCTPH.4R2.B2	0	46.69123449	48.64770504	0.0075884824	W	1	0.00058373	0.00059583	0	0	13
73	TCTPV.4R2.B2	1.57079632	48.26655339	46.48492794	0.0075716989	W	1	0.00059349	0.00058244	0	0	13
74	TCTPH.4R1.B2	0	157.6519768	78.77533573	0.0139439869	W	1	0.0010726	0.00075821	0	0	13
75	TCTPV.4R1.B2	1.57079632	155.204753	78.94145655	0.0098671066	W	1	0.0010643	0.00075901	0	0	13
