sigx[m]	Betax[m]	Name	tilt2[rad]	Betay[m]	Material	Angle[rad]	Thickness[m]	Halfgap[m]	tilt1[rad]	sigy[m]	Length[m]	ID	nsig
0.00014193	39.87155573	TCSG.A6L7.B1	0	226.9212053	Mo	2.46266	3e-06	0.0017970304	0	0.0003386	1	16	7.5
0.00014193	39.87155573	TCSG.A6L7.B1	0	226.9212053	MoC	2.46266	0.025	0.0017970304	0	0.0003386	1	16	7.5
0.00014193	39.87155573	TCSG.A6L7.B1	0	226.9212053	Mo	2.46266	3e-06	0.0017970304	0	0.0003386	1	16	7.5
0.00014193	39.87155573	TCSG.A6L7.B1	0	226.9212053	MoC	2.46266	0.025	0.0017970304	0	0.0003386	1	16	7.5
0.00028433	160.0139521	TCSG.B5L7.B1	0	166.5130222	Mo	2.50455	3e-06	0.0021477411	0	0.00029005	1	18	7.5
0.00028433	160.0139521	TCSG.B5L7.B1	0	166.5130222	MoC	2.50455	0.025	0.0021477411	0	0.00029005	1	18	7.5
0.00028433	160.0139521	TCSG.B5L7.B1	0	166.5130222	Mo	2.50455	3e-06	0.0021477411	0	0.00029005	1	18	7.5
0.00028433	160.0139521	TCSG.B5L7.B1	0	166.5130222	MoC	2.50455	0.025	0.0021477411	0	0.00029005	1	18	7.5
0.00030654	185.993085	TCSG.A5L7.B1	0	145.9293091	Mo	0.71035	3e-06	0.0021912522	0	0.00027153	1	20	7.5
0.00030654	185.993085	TCSG.A5L7.B1	0	145.9293091	MoC	0.71035	0.025	0.0021912522	0	0.00027153	1	20	7.5
0.00030654	185.993085	TCSG.A5L7.B1	0	145.9293091	Mo	0.71035	3e-06	0.0021912522	0	0.00027153	1	20	7.5
0.00030654	185.993085	TCSG.A5L7.B1	0	145.9293091	MoC	0.71035	0.025	0.0021912522	0	0.00027153	1	20	7.5
0.00041015	332.9599905	TCSG.D4L7.B1	0	68.86047531	Mo	1.5708	3e-06	0.0013989099	0	0.00018652	1	22	7.5
0.00041015	332.9599905	TCSG.D4L7.B1	0	68.86047531	MoC	1.5708	0.025	0.0013989099	0	0.00018652	1	22	7.5
0.00041015	332.9599905	TCSG.D4L7.B1	0	68.86047531	Mo	1.5708	3e-06	0.0013989099	0	0.00018652	1	22	7.5
0.00041015	332.9599905	TCSG.D4L7.B1	0	68.86047531	MoC	1.5708	0.025	0.0013989099	0	0.00018652	1	22	7.5
0.00026572	139.7578896	TCSG.B4L7.B1	0	130.9955091	Mo	0	3e-06	0.001992934	0	0.00025726	1	26	7.5
0.00026572	139.7578896	TCSG.B4L7.B1	0	130.9955091	MoC	0	0.025	0.001992934	0	0.00025726	1	26	7.5
0.00026572	139.7578896	TCSG.B4L7.B1	0	130.9955091	Mo	0	3e-06	0.001992934	0	0.00025726	1	26	7.5
0.00026572	139.7578896	TCSG.B4L7.B1	0	130.9955091	MoC	0	0.025	0.001992934	0	0.00025726	1	26	7.5
0.00025497	128.6710867	TCSG.A4L7.B1	0	141.2954165	Mo	2.34921	3e-06	0.0019592348	0	0.00026718	1	28	7.5
0.00025497	128.6710867	TCSG.A4L7.B1	0	141.2954165	MoC	2.34921	0.025	0.0019592348	0	0.00026718	1	28	7.5
