names            s            l            betx         bety         dx           dy          
MO.24L4.B1          8.864e+03  320.000e-03   31.712      177.236        1.047        0.       
MO.22L4.B1          8.971e+03  320.000e-03   31.734      176.394        1.047        0.       
MO.22R4.B1         11.020e+03  320.000e-03  193.372       32.460        2.179        0.       
MO.24R4.B1         11.127e+03  320.000e-03  160.265       32.983        2.177        0.       
MO.25R4.B1         11.180e+03  320.000e-03   31.756      194.278        1.080        0.       
MO.26R4.B1         11.233e+03  320.000e-03  193.372       32.460        2.177        0.       
MO.28R4.B1         11.340e+03  320.000e-03  160.265       32.983        2.178        0.       
MO.29R4.B1         11.394e+03  320.000e-03   31.756      194.278        1.081        0.       
MO.30R4.B1         11.447e+03  320.000e-03  193.372       32.460        2.179        0.       
MO.31R4.B1         11.501e+03  320.000e-03   33.661      159.526        1.080        0.       
MO.32R4.B1         11.554e+03  320.000e-03  160.265       32.983        2.177        0.       
MO.33R4.B1         11.608e+03  320.000e-03   31.756      194.278        1.080        0.       
MO.34R4.B1         11.661e+03  320.000e-03  193.372       32.460        2.177        0.       
MO.33L5.B1         11.715e+03  320.000e-03   33.661      159.526        1.080        0.       
MO.32L5.B1         11.768e+03  320.000e-03  160.266       32.983        2.178        0.       
MO.31L5.B1         11.821e+03  320.000e-03   31.756      194.278        1.081        0.       
MO.30L5.B1         11.875e+03  320.000e-03  193.372       32.460        2.179        0.       
MO.29L5.B1         11.928e+03  320.000e-03   33.661      159.526        1.080        0.       
MO.28L5.B1         11.982e+03  320.000e-03  160.266       32.983        2.177        0.       
MO.26L5.B1         12.089e+03  320.000e-03  193.371       32.460        2.177        0.       
MO.25L5.B1         12.142e+03  320.000e-03   33.661      159.526        1.080        0.       
MO.24L5.B1         12.196e+03  320.000e-03  160.266       32.983        2.178        0.       
MO.22L5.B1         12.302e+03  320.000e-03  193.371       32.461        2.179        0.       
MO.22R5.B1         14.352e+03  320.000e-03   31.650      194.222        1.080        0.       
MO.24R5.B1         14.459e+03  320.000e-03   33.760      159.616        1.080        0.       
MO.25R5.B1         14.513e+03  320.000e-03  160.441       33.078        2.178        0.       
MO.26R5.B1         14.566e+03  320.000e-03   31.651      194.221        1.080        0.       
MO.28R5.B1         14.673e+03  320.000e-03   33.759      159.618        1.080        0.       
MO.29R5.B1         14.727e+03  320.000e-03  160.439       33.079        2.178        0.       
MO.30R5.B1         14.780e+03  320.000e-03   31.652      194.219        1.080        0.       
MO.31R5.B1         14.834e+03  320.000e-03  193.221       32.359        2.179        0.       
MO.32R5.B1         14.887e+03  320.000e-03   33.758      159.619        1.080        0.       
MO.33R5.B1         14.940e+03  320.000e-03  160.437       33.080        2.178        0.       
MO.34R5.B1         14.994e+03  320.000e-03   31.654      194.217        1.080        0.       
MO.33L6.B1         15.047e+03  320.000e-03  193.223       32.358        2.177        0.       
MO.32L6.B1         15.101e+03  320.000e-03   33.756      159.621        1.080        0.       
MO.31L6.B1         15.154e+03  320.000e-03  160.436       33.082        2.178        0.       
MO.30L6.B1         15.208e+03  320.000e-03   31.655      194.216        1.080        0.       
MO.29L6.B1         15.261e+03  320.000e-03  193.224       32.356        2.179        0.       
MO.28L6.B1         15.315e+03  320.000e-03   33.755      159.622        1.080        0.       
MO.26L6.B1         15.421e+03  320.000e-03   31.656      194.214        1.080        0.       
MO.25L6.B1         15.475e+03  320.000e-03  193.226       32.355        2.177        0.       
MO.24L6.B1         15.528e+03  320.000e-03   33.754      159.624        1.080        0.       
MO.22L6.B1         15.635e+03  320.000e-03   31.657      194.213        1.080        0.       
MO.22R6.B1         17.684e+03  320.000e-03  176.297       32.272        2.125        0.       
MO.24R6.B1         17.791e+03  320.000e-03  176.016       32.514        2.124        0.       
MO.25R6.B1         17.845e+03  320.000e-03   31.733      175.765        1.047        0.       
MO.26R6.B1         17.898e+03  320.000e-03  176.288       32.272        2.124        0.       
MO.28R6.B1         18.005e+03  320.000e-03  176.025       32.514        2.125        0.       
MO.29R6.B1         18.059e+03  320.000e-03   31.736      175.763        1.048        0.       
MO.30R6.B1         18.112e+03  320.000e-03  176.279       32.273        2.125        0.       
MO.31R6.B1         18.166e+03  320.000e-03   31.704      177.902        1.047        0.       
MO.32R6.B1         18.219e+03  320.000e-03  176.035       32.513        2.124        0.       
MO.33R6.B1         18.272e+03  320.000e-03   31.738      175.760        1.047        0.       
MO.34R6.B1         18.326e+03  320.000e-03  176.268       32.274        2.124        0.       
MO.33L7.B1         18.379e+03  320.000e-03   31.702      177.905        1.047        0.       
MO.32L7.B1         18.433e+03  320.000e-03  176.047       32.512        2.125        0.       
MO.31L7.B1         18.486e+03  320.000e-03   31.741      175.758        1.048        0.       
MO.30L7.B1         18.540e+03  320.000e-03  176.256       32.275        2.125        0.       
MO.29L7.B1         18.593e+03  320.000e-03   31.699      177.907        1.047        0.       
MO.28L7.B1         18.647e+03  320.000e-03  176.059       32.511        2.124        0.       
MO.26L7.B1         18.753e+03  320.000e-03  176.242       32.276        2.124        0.       
MO.25L7.B1         18.807e+03  320.000e-03   31.698      177.910        1.047        0.       
MO.24L7.B1         18.860e+03  320.000e-03  176.073       32.510        2.126        0.       
MO.22L7.B1         18.967e+03  320.000e-03  176.228       32.276        2.125        0.       
MO.22R7.B1         21.017e+03  320.000e-03   31.692      177.885        1.048        0.       
MO.24R7.B1         21.124e+03  320.000e-03   31.748      175.780        1.048        0.       
MO.25R7.B1         21.178e+03  320.000e-03  176.029       32.484        2.125        0.       
MO.26R7.B1         21.231e+03  320.000e-03   31.694      177.883        1.047        0.       
MO.28R7.B1         21.338e+03  320.000e-03   31.746      175.783        1.047        0.       
MO.29R7.B1         21.391e+03  320.000e-03  176.015       32.485        2.125        0.       
MO.30R7.B1         21.445e+03  320.000e-03   31.696      177.880        1.048        0.       
MO.31R7.B1         21.498e+03  320.000e-03  176.299       32.301        2.126        0.       
MO.32R7.B1         21.552e+03  320.000e-03   31.744      175.785        1.048        0.       
MO.33R7.B1         21.605e+03  320.000e-03  176.003       32.486        2.125        0.       
MO.34R7.B1         21.659e+03  320.000e-03   31.699      177.878        1.047        0.       
MO.33L8.B1         21.712e+03  320.000e-03  176.310       32.300        2.124        0.       
MO.32L8.B1         21.766e+03  320.000e-03   31.741      175.788        1.047        0.       
MO.31L8.B1         21.819e+03  320.000e-03  175.993       32.487        2.125        0.       
MO.30L8.B1         21.873e+03  320.000e-03   31.702      177.875        1.048        0.       
MO.29L8.B1         21.926e+03  320.000e-03  176.320       32.299        2.126        0.       
MO.28L8.B1         21.979e+03  320.000e-03   31.738      175.791        1.048        0.       
MO.26L8.B1         22.086e+03  320.000e-03   31.704      177.872        1.047        0.       
MO.25L8.B1         22.140e+03  320.000e-03  176.328       32.298        2.124        0.       
MO.24L8.B1         22.193e+03  320.000e-03   31.735      175.793        1.047        0.       
MO.22L8.B1         22.300e+03  320.000e-03   31.707      177.870        1.048        0.       
MO.22R8.B1         24.349e+03  320.000e-03  193.332       32.565        2.178        0.       
MO.24R8.B1         24.456e+03  320.000e-03  160.294       32.875        2.177        0.       
MO.25R8.B1         24.510e+03  320.000e-03   31.778      194.281        1.080        0.       
MO.26R8.B1         24.563e+03  320.000e-03  193.332       32.566        2.177        0.       
MO.28R8.B1         24.670e+03  320.000e-03  160.294       32.875        2.178        0.       
MO.29R8.B1         24.723e+03  320.000e-03   31.778      194.281        1.081        0.       
MO.30R8.B1         24.777e+03  320.000e-03  193.332       32.566        2.178        0.       
MO.31R8.B1         24.830e+03  320.000e-03   33.637      159.508        1.080        0.       
MO.32R8.B1         24.884e+03  320.000e-03  160.294       32.875        2.177        0.       
MO.33R8.B1         24.937e+03  320.000e-03   31.778      194.281        1.080        0.       
MO.34R8.B1         24.991e+03  320.000e-03  193.332       32.566        2.177        0.       
MO.33L1.B1         25.044e+03  320.000e-03   33.637      159.508        1.080        0.       
MO.32L1.B1         25.098e+03  320.000e-03  160.294       32.875        2.178        0.       
MO.31L1.B1         25.151e+03  320.000e-03   31.778      194.281        1.081        0.       
MO.30L1.B1         25.204e+03  320.000e-03  193.332       32.566        2.178        0.       
MO.29L1.B1         25.258e+03  320.000e-03   33.637      159.508        1.080        0.       
MO.28L1.B1         25.311e+03  320.000e-03  160.294       32.874        2.177        0.       
MO.26L1.B1         25.418e+03  320.000e-03  193.332       32.566        2.177        0.       
MO.25L1.B1         25.472e+03  320.000e-03   33.637      159.507        1.080        0.       
MO.24L1.B1         25.525e+03  320.000e-03  160.294       32.874        2.178        0.       
MO.22L1.B1         25.632e+03  320.000e-03  193.332       32.566        2.178        0.       
